time_period_start,time_period_end,time_open,time_close,rate_open,rate_high,rate_low,rate_close
2021-06-04T00:00:00.0000000Z,2021-06-05T00:00:00.0000000Z,2021-06-04T00:00:00.0000000Z,2021-06-04T23:59:00.0000000Z,39230.836490621,39235.78379255801,35661.074368904425,36877.04238952064
2021-06-05T00:00:00.0000000Z,2021-06-06T00:00:00.0000000Z,2021-06-05T00:00:00.0000000Z,2021-06-05T23:59:00.0000000Z,36866.71549413235,37904.90994188405,34884.28449512296,35529.82116571469
2021-06-06T00:00:00.0000000Z,2021-06-07T00:00:00.0000000Z,2021-06-06T00:00:00.0000000Z,2021-06-06T23:59:00.0000000Z,35534.936742542784,36441.56678587884,35284.02353422767,35833.077799199295
2021-06-07T00:00:00.0000000Z,2021-06-08T00:00:00.0000000Z,2021-06-07T00:00:00.0000000Z,2021-06-07T23:59:00.0000000Z,35807.368982905675,36762.54233398714,33387.02203979792,33608.25361734841
2021-06-08T00:00:00.0000000Z,2021-06-09T00:00:00.0000000Z,2021-06-08T00:00:00.0000000Z,2021-06-08T23:59:00.0000000Z,33542.41339282573,34014.41064459203,31088.19442131136,33462.9358622061
2021-06-09T00:00:00.0000000Z,2021-06-10T00:00:00.0000000Z,2021-06-09T00:00:00.0000000Z,2021-06-09T23:59:00.0000000Z,33450.39553326825,37530.15052145769,32454.371400134965,37312.183368410835
2021-06-10T00:00:00.0000000Z,2021-06-11T00:00:00.0000000Z,2021-06-10T00:00:00.0000000Z,2021-06-10T23:59:00.0000000Z,37382.62460195548,38324.162488919974,35857.98976725411,36661.18174944462
2021-06-11T00:00:00.0000000Z,2021-06-12T00:00:00.0000000Z,2021-06-11T00:00:00.0000000Z,2021-06-11T23:59:00.0000000Z,36692.54270382689,37666.54641078364,36015.599364363916,37329.33804789086
2021-06-12T00:00:00.0000000Z,2021-06-13T00:00:00.0000000Z,2021-06-12T00:00:00.0000000Z,2021-06-12T23:59:00.0000000Z,37333.53317375921,37408.211228930486,34745.03751771606,35476.893438567706
2021-06-13T00:00:00.0000000Z,2021-06-14T00:00:00.0000000Z,2021-06-13T00:00:00.0000000Z,2021-06-13T23:59:00.0000000Z,35529.41656866709,39345.6141326489,34868.498286154776,39094.168360904856
2021-06-14T00:00:00.0000000Z,2021-06-15T00:00:00.0000000Z,2021-06-14T00:00:00.0000000Z,2021-06-14T23:59:00.0000000Z,39079.543388764534,40936.14313512001,38785.07715370305,40505.974391775875
2021-06-15T00:00:00.0000000Z,2021-06-16T00:00:00.0000000Z,2021-06-15T00:00:00.0000000Z,2021-06-15T23:59:00.0000000Z,40540.21915776578,41308.43902082849,39614.0214235877,40169.31110839305
2021-06-16T00:00:00.0000000Z,2021-06-17T00:00:00.0000000Z,2021-06-16T00:00:00.0000000Z,2021-06-16T23:59:00.0000000Z,40159.76146770491,40487.159636835015,38172.28510362584,38347.204948390296
2021-06-17T00:00:00.0000000Z,2021-06-18T00:00:00.0000000Z,2021-06-17T00:00:00.0000000Z,2021-06-17T23:59:00.0000000Z,38344.484444380214,39507.75798308537,37440.459079900305,38032.20353156251
2021-06-18T00:00:00.0000000Z,2021-06-19T00:00:00.0000000Z,2021-06-18T00:00:00.0000000Z,2021-06-18T23:59:00.0000000Z,38074.14822796564,38170.752107529166,35231.4620476867,35740.56252654663
2021-06-19T00:00:00.0000000Z,2021-06-20T00:00:00.0000000Z,2021-06-19T00:00:00.0000000Z,2021-06-19T23:59:00.0000000Z,35755.14516760928,36407.58660786883,34888.76473666963,35547.07818281769
2021-06-20T00:00:00.0000000Z,2021-06-21T00:00:00.0000000Z,2021-06-20T00:00:00.0000000Z,2021-06-20T23:59:00.0000000Z,35495.93729836567,36022.9333554433,33388.68425971974,35670.169644694506
2021-06-21T00:00:00.0000000Z,2021-06-22T00:00:00.0000000Z,2021-06-21T00:00:00.0000000Z,2021-06-21T23:59:00.0000000Z,35619.19710746568,35656.87237316054,31280.455277028257,31640.89140502954
2021-06-22T00:00:00.0000000Z,2021-06-23T00:00:00.0000000Z,2021-06-22T18:12:00.0000000Z,2021-06-22T18:11:00.0000000Z,32474.230266294635,33259.594756696184,28898.49762634521,32527.533866456226
2021-06-23T00:00:00.0000000Z,2021-06-24T00:00:00.0000000Z,2021-06-23T00:00:00.0000000Z,2021-06-23T23:59:00.0000000Z,32524.270336797836,34807.026102451564,31758.178742145814,33643.08360127423
2021-06-24T00:00:00.0000000Z,2021-06-25T00:00:00.0000000Z,2021-06-24T00:00:00.0000000Z,2021-06-24T23:59:00.0000000Z,33676.29510605817,35191.656612246574,32368.41516345767,34668.77427152686
2021-06-25T00:00:00.0000000Z,2021-06-26T00:00:00.0000000Z,2021-06-25T00:00:00.0000000Z,2021-06-25T23:59:00.0000000Z,34652.473753697916,35434.64262066409,31298.375641479674,31623.904424744484
2021-06-26T00:00:00.0000000Z,2021-06-27T00:00:00.0000000Z,2021-06-26T00:00:00.0000000Z,2021-06-26T23:59:00.0000000Z,31616.10474063867,32638.821884537487,30186.507426030366,32139.293810723746
2021-06-27T00:00:00.0000000Z,2021-06-28T00:00:00.0000000Z,2021-06-27T00:00:00.0000000Z,2021-06-27T23:59:00.0000000Z,32162.175112619894,34650.05228664587,32019.60624885951,34633.7458943298
2021-06-28T00:00:00.0000000Z,2021-06-29T00:00:00.0000000Z,2021-06-28T00:00:00.0000000Z,2021-06-28T23:59:00.0000000Z,34692.538361910876,35215.020211942836,33958.697636546334,34461.8651155747
2021-06-29T00:00:00.0000000Z,2021-06-30T00:00:00.0000000Z,2021-06-29T00:00:00.0000000Z,2021-06-29T23:58:00.0000000Z,34472.65975371689,36547.3518934015,34306.89762906394,35929.46507065609
2021-06-30T00:00:00.0000000Z,2021-07-01T00:00:00.0000000Z,2021-06-30T08:34:00.0000000Z,2021-06-30T08:30:00.0000000Z,35259.32708806159,36077.06184459503,34076.5,35201.61641431184
